171,15447.285,0,8,2016-12-12
172,18105.9075,0,8,2016-12-12
173,21365.1675,0,8,2016-12-12
174,24124.68,0,8,2016-12-12
175,5276.205,0,8,2016-12-12
176,6062.3775,0,8,2016-12-12
177,6208.155,0,8,2016-12-12
178,7374.375,0,8,2016-12-12
179,5353.5825,0,8,2016-12-12
180,6384.7125,0,8,2016-12-12
181,6781.005,0,8,2016-12-12
182,8170.8075,0,8,2016-12-12
183,3166.065,0,8,2016-12-12
184,3637.5975,0,8,2016-12-12
185,3725.6625,0,8,2016-12-12
186,4424.625,0,8,2016-12-12
187,3580.3125,0,8,2016-12-12
188,4143.33,0,8,2016-12-12
189,9497.7675,0,8,2016-12-12
190,10794.375,0,8,2016-12-12
191,33966.1575,0,8,2016-12-12
192,41665.4325,0,8,2016-12-12
193,62201.25,0,8,2016-12-12
194,8004.0825,0,8,2016-12-12
195,3829.545,0,8,2016-12-12
822,10127,0,8,2016-12-12
1381,5888.1,0,8,2016-12-12
1382,10507,0,8,2016-12-12
1383,14886.975,0,8,2016-12-12
1436,18221.76,0,8,2016-12-12
1661,28455.84,0,8,2016-12-12
1881,17899.2,0,8,2016-12-12
1933,23922.36,0,8,2016-12-12
1964,22092.12,0,8,2016-12-12
2203,13767.12,0,8,2016-12-12
